JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
AC|Journal des achats|69|20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|45,00|0|||20190117||
AC|Journal des achats|69|20180101|60600000|Achats non stockés|60640000|Achats fournitures administatives|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|46,77|0|||20190117||
AC|Journal des achats|72|20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0016 EV|20180101|D-2018-0016 : NDF Geoffroy Murat 1/2018 (EV)|0,34|0|||20190117||
AC|Journal des achats|72|20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0016 EV|20180101|D-2018-0016 : NDF Geoffroy Murat 1/2018 (EV)|0,52|0|||20190117||
AC|Journal des achats|72|20180101|42100000|Personnel - rémunérations dues|421NFMUR|Note de frais Geoffroy Murat|D-2018-0016 EV|20180101|D-2018-0016 : NDF Geoffroy Murat 1/2018 (EV)|0|308,35|A||20190117||
AC|Journal des achats|69|20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|55,00|0|||20190117||
AC|Journal des achats|69|20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|55,00|0|||20190117||
AC|Journal des achats|69|20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|7,67|0|||20190117||
AC|Journal des achats|69|20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|6,63|0|||20190117||
AC|Journal des achats|70|20180101|60600000|Achats non stockés|60680000|Autres matières et fournitures|D-2018-0018 FG|20180101|D-2018-0018 : NDF Geoffroy Murat 1/2018 (FG)|26,54|0|||20190117||
AC|Journal des achats|69|20180101|42100000|Personnel - rémunérations dues|421NFMUR|Note de frais Geoffroy Murat|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|0|338,34|A||20190117||
AC|Journal des achats|70|20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-0018 FG|20180101|D-2018-0018 : NDF Geoffroy Murat 1/2018 (FG)|19,21|0|||20190117||
AC|Journal des achats|70|20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-0018 FG|20180101|D-2018-0018 : NDF Geoffroy Murat 1/2018 (FG)|10,17|0|||20190117||
AC|Journal des achats|70|20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-0018 FG|20180101|D-2018-0018 : NDF Geoffroy Murat 1/2018 (FG)|5,64|0|||20190117||
AC|Journal des achats|69|20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|0,52|0|||20190117||
AC|Journal des achats|69|20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|0,80|0|||20190117||
AC|Journal des achats|69|20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|3,09|0|||20190117||
AC|Journal des achats|69|20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|4,00|0|||20190117||
AC|Journal des achats|69|20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|1,53|0|||20190117||
AC|Journal des achats|69|20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|1,53|0|||20190117||
AC|Journal des achats|69|20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0017 Conseil|20180101|D-2018-0017 : NDF Geoffroy Murat 1/2018 (Conseil)|0,87|0|||20190117||
CA|Crédit Agricole|77|20180109|51200000|Banques|51214000|Crédit agricole|Loi Madelin |20180119|V - Predica  - Prelevmnt  - De88196727669946/01/ucp132180103/pr  - Edicaaccordance Multisupports  - Prime Period. Ucmad1ucmad1  - Fr88zzz237434  - /81000574659/26102013/01  - |0|32,75|||20190117||
AC|Journal des achats|75|20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0014 FC|20180101|D-2018-0014 : NDF Geoffroy Murat 1/2018 (FC)|1,73|0|||20190117||
CA|Crédit Agricole|81|20180110|51200000|Banques|51214000|Crédit agricole|D-2018-0023 Conseil|20180109|La Poste 731710 Montmelian 09/01  - Paiement Par Carte  - |0|32,80|||20190117||
CA|Crédit Agricole|86|20180110|51200000|Banques|51214000|Crédit agricole|Emprunt CRCA 47k |20180119|00000808048 Capital     10/01/18  - Remboursement De Pret  - |0|989,31|||20190117||
CA|Crédit Agricole|83|20180110|51200000|Banques|51214000|Crédit agricole|D-2018-0022 FG|20180111|La Poste 731710 Montmelian 09/01  - Paiement Par Carte  - |0|26,40|||20190117||
CA|Crédit Agricole|85|20180110|51200000|Banques|51214000|Crédit agricole|Intérets Emprunt CRCA 47k |20180119|00000808048 Interets    10/01/18  - Remboursement De Pret  - |0|29,34|||20190117||
CA|Crédit Agricole|84|20180110|51200000|Banques|51214000|Crédit agricole|D-2018-0024 FG|20180109|Infogreffe Cb Vincennes Ce 09/01  - Paiement Par Carte  - |0|3,70|||20190117||
CA|Crédit Agricole|84|20180110|40100000|Fournisseurs|401DIV|DIVERS|D-2018-0024 FG|20180109|Infogreffe Cb Vincennes Ce 09/01  - Paiement Par Carte  - |3,70|0|DZ||20190117||
SG|Société Générale|82|20180110|51200000|Banques|51215000|Soge|Emprunt Soge Capital |20180212|ECHEANCE PRET NO 215281015402 ECH 27/36|0|2123,47|||20190117||
CA|Crédit Agricole|83|20180110|40100000|Fournisseurs|401LAP|La Poste Groupe|D-2018-0022 FG|20180111|La Poste 731710 Montmelian 09/01  - Paiement Par Carte  - |26,40|0|H||20190117||
CA|Crédit Agricole|86|20180110|16400000|Emprunts auprès des établissements de crédit|16460000|Emprunt CRCA 2015|Emprunt CRCA 47k |20180119|00000808048 Capital     10/01/18  - Remboursement De Pret  - |989,31|0|||20190117||
CA|Crédit Agricole|85|20180110|66100000|Charges d'intérêts|66110000|Intérets des emprunts|Intérets Emprunt CRCA 47k |20180119|00000808048 Interets    10/01/18  - Remboursement De Pret  - |29,34|0|||20190117||
SG|Société Générale|82|20180110|16400000|Emprunts auprès des établissements de crédit|16450000|Emprunt Soge 2015|Emprunt Soge Capital |20180212|ECHEANCE PRET NO 215281015402 ECH 27/36|2123,47|0|||20190117||
CA|Crédit Agricole|81|20180110|40100000|Fournisseurs|401LAP|La Poste Groupe|D-2018-0023 Conseil|20180109|La Poste 731710 Montmelian 09/01  - Paiement Par Carte  - |32,80|0|I||20190117||
AC|Journal des achats|90|20180111|62600000|Frais postaux et de télécommunications|62610000|Frais d'affranchissements|D-2018-0022 FG|20180111|D-2018-0022 : Facture 26,40 du 9/01 CB|26,40|0|A||20190117||
VE|Journal des ventes|93|20180111|70600000|Prestations de services|70600200|PS Conseil 19.6%|2018-007 Web|20180111|2018-007 : Licences Panorama|0|300,00|||20190117||
VE|Journal des ventes|93|20180111|41100000|Clients|411SPFE|SPF Economie, PME, Classes Moyennes et Energie|2018-007 Web|20180111|2018-007 : Licences Panorama|300,00|0|A||20190117||
AC|Journal des achats|90|20180111|40100000|Fournisseurs|401LAP|La Poste Groupe|D-2018-0022 FG|20180111|D-2018-0022 : Facture 26,40 du 9/01 CB|0|26,40|H||20190117||
AC|Journal des achats|96|20180109|62600000|Frais postaux et de télécommunications|62610000|Frais d'affranchissements|D-2018-0023 Conseil|20180109|D-2018-0023 : la poste 11/01 CB 32?80|31,20|0|B||20190117||
AC|Journal des achats|92|20180111|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0026 FG|20180111|D-2018-0026 : ces 14,60e CB|2,43|0|D||20190117||
AC|Journal des achats|92|20180111|61500000|Entretien et réparations|61560000|Maintenance|D-2018-0026 FG|20180111|D-2018-0026 : ces 14,60e CB|12,17|0|A||20190117||
AC|Journal des achats|92|20180111|40100000|Fournisseurs|401CES|CES Point S centre d'équipement savoyard|D-2018-0026 FG|20180111|D-2018-0026 : ces 14,60e CB|0|14,60|B||20190117||
AC|Journal des achats|91|20180102|62600000|Frais postaux et de télécommunications|62621000|Free 04 79 33 69 94|D-2018-0027 FG|20180102|D-2018-0027 : Box free 2/01|24,99|0|B||20190117||
AC|Journal des achats|91|20180102|40100000|Fournisseurs|401ILIAD|Iliad - maison-mère de Free|D-2018-0027 FG|20180102|D-2018-0027 : Box free 2/01|0|29,99|H||20190117||
AC|Journal des achats|91|20180102|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0027 FG|20180102|D-2018-0027 : Box free 2/01|5,00|0|G||20190117||
AC|Journal des achats|95|20180105|40100000|Fournisseurs|401INT|intermarche chapareillan|D-2018-0025 FG|20180105|D-2018-0025 : Carburant Intermarche 5/01 CB|0|65,60|B||20190117||
AC|Journal des achats|95|20180105|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0025 FG|20180105|D-2018-0025 : Carburant Intermarche 5/01 CB|10,93|0|C||20190117||
AC|Journal des achats|96|20180109|40100000|Fournisseurs|401LAP|La Poste Groupe|D-2018-0023 Conseil|20180109|D-2018-0023 : la poste 11/01 CB 32?80|0|32,80|I||20190117||
AC|Journal des achats|96|20180109|62600000|Frais postaux et de télécommunications|62610000|Frais d'affranchissements|D-2018-0023 Conseil|20180109|D-2018-0023 : la poste 11/01 CB 32?80|1,60|0|B||20190117||
AC|Journal des achats|97|20180109|60600000|Achats non stockés|60640000|Achats fournitures administatives|D-2018-0024 FG|20180109|D-2018-0024 : Infogreffe - demande extrait Kbis - 3,80e CB|3,09|0|||20190117||
AC|Journal des achats|97|20180109|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0024 FG|20180109|D-2018-0024 : Infogreffe - demande extrait Kbis - 3,80e CB|0,61|0|||20190117||
AC|Journal des achats|95|20180105|60600000|Achats non stockés|60627000|Carburant|D-2018-0025 FG|20180105|D-2018-0025 : Carburant Intermarche 5/01 CB|54,67|0|A||20190117||
AC|Journal des achats|97|20180109|40100000|Fournisseurs|401DIV|DIVERS|D-2018-0024 FG|20180109|D-2018-0024 : Infogreffe - demande extrait Kbis - 3,80e CB|0|3,70|DZ||20190117||
VE|Journal des ventes|94|20180111|41100000|Clients|411SPFD|SPF de l'Intérieur|2018-006 Web|20180111|2018-006 : Licences Panorama|200,00|0|B||20190117||
VE|Journal des ventes|94|20180111|70600000|Prestations de services|70600200|PS Conseil 19.6%|2018-006 Web|20180111|2018-006 : Licences Panorama|0|200,00|||20190117||
AC|Journal des achats|87|20180106|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2018-0021 Conseil|20180106|D-2018-0021 : Area autoroutes facture 217.38|217,38|0|A||20190117||
CA|Crédit Agricole|88|20180111|51200000|Banques|51214000|Crédit agricole|2017-231 FC|20171027|Sarl Pegase Partners  - Virement En Votre Faveur  - Fact 2017-231 -  |200,00|0|||20190117||
CA|Crédit Agricole|88|20180111|41100000|Clients|411PÉ|Pégase Partners|2017-231 FC|20171027|Sarl Pegase Partners  - Virement En Votre Faveur  - Fact 2017-231 -  |0|200,00|A||20190117||
CA|Crédit Agricole|89|20180111|51200000|Banques|51214000|Crédit agricole|CIPAV |20180119|C.I.P.A.V  - Prelevmnt  - 20091134615389  - Fr98zzz423785  - Rumci2009113461538915112015  - |0|918,09|||20190117||
AC|Journal des achats|87|20180106|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0021 Conseil|20180106|D-2018-0021 : Area autoroutes facture 217.38|43,47|0|A||20190117||
CA|Crédit Agricole|89|20180111|64400000|Rémunération Gérant|64410003|CIPAV gérante|CIPAV |20180119|C.I.P.A.V  - Prelevmnt  - 20091134615389  - Fr98zzz423785  - Rumci2009113461538915112015  - |918,09|0|||20190117||
AC|Journal des achats|87|20180106|40100000|Fournisseurs|401AREA|area|D-2018-0021 Conseil|20180106|D-2018-0021 : Area autoroutes facture 217.38|0|265,05|Z||20190117||
AC|Journal des achats|87|20180106|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2018-0021 Conseil|20180106|D-2018-0021 : Area autoroutes facture 217.38|4,20|0|A||20190117||
CA|Crédit Agricole|104|20180112|51200000|Banques|51214000|Crédit agricole|2017-262 Web|20171214|Soc Zekerheid - Sec Soc 24002000  - Virement En Votre Faveur  - 2017-262 - 240020000002932018  -   |100,00|0|||20190117||
CA|Crédit Agricole|100|20180112|40100000|Fournisseurs|401FRA|France Telecom Orange|D-2018-0012 FG|20180102|Orange  - Prelevmnt  - Votre Abonnement Fixe: 04xxxxx629 (  - Facture: Xxxxx6297j5) - P  - Fr18zzz002305  - M0036781040  - |51,56|0|A||20190117||
CA|Crédit Agricole|2541|20180112|51200000|Banques|51214000|Crédit agricole|D-2018-0013 FG|20180108|Orange  - Prelevmnt  - Votre Abonnement Fixe: 04xxxxx994 (  - Facture: Xxxxx9947j5) - P  - Fr18zzz002305  - M0036781039  - |0|30,00|||20190117||
CA|Crédit Agricole|2541|20180112|40100000|Fournisseurs|401FRA|France Telecom Orange|D-2018-0013 FG|20180108|Orange  - Prelevmnt  - Votre Abonnement Fixe: 04xxxxx994 (  - Facture: Xxxxx9947j5) - P  - Fr18zzz002305  - M0036781039  - |30,00|0|T||20190117||
CA|Crédit Agricole|101|20180112|40100000|Fournisseurs|401FUT|Futurskill|D-2017-1020 FC|20171219|Virement Emis  - Web Futurskill Facture 1712243  - Facture 1712243  - 12/01/2018  - |85,68|0|D||20190117||
CA|Crédit Agricole|99|20180112|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés|Frais Bancaires |20180119|Virement Unitair N°1801200119205  - Frais  - |0,22|0|||20190117||
CA|Crédit Agricole|102|20180112|58100000|Virement de fonds|58100000|Virement de fonds|Virement compte à compte |20180119|Virement En Votre Faveur  - Treso Nicomak  - Treso -  |0|1500,00|||20190117||
CAL|Crédit Agricole|105|20180112|58100000|Virement de fonds|58100000|Virement de fonds|Virement compte à compte |20180119|Virement Emis  - Web Nicomak Treso  - Treso  - 12/01/2018  - |1500,00|0|||20190117||
CA|Crédit Agricole|103|20180112|41100000|Clients|411GRENO|Grenoble Ecole de Management GEM|2017-281 FC|20171222|Eesc - Gem 2000001399  - Virement En Votre Faveur  - Virement - 2000001399  -   |0|2200,00|B||20190117||
CA|Crédit Agricole|104|20180112|41100000|Clients|411SPFSS|SPF Sécurité Sociale|2017-262 Web|20171214|Soc Zekerheid - Sec Soc 24002000  - Virement En Votre Faveur  - 2017-262 - 240020000002932018  -   |0|100,00|B||20190117||
CA|Crédit Agricole|102|20180112|51200000|Banques|51214000|Crédit agricole|Virement compte à compte |20180119|Virement En Votre Faveur  - Treso Nicomak  - Treso -  |1500,00|0|||20190117||
CAL|Crédit Agricole|105|20180112|51200000|Banques|512|Banques|Virement compte à compte |20180119|Virement Emis  - Web Nicomak Treso  - Treso  - 12/01/2018  - |0|1500,00|||20190117||
CA|Crédit Agricole|100|20180112|51200000|Banques|51214000|Crédit agricole|D-2018-0012 FG|20180102|Orange  - Prelevmnt  - Votre Abonnement Fixe: 04xxxxx629 (  - Facture: Xxxxx6297j5) - P  - Fr18zzz002305  - M0036781040  - |0|51,56|||20190117||
CA|Crédit Agricole|99|20180112|51200000|Banques|51214000|Crédit agricole|Frais Bancaires |20180119|Virement Unitair N°1801200119205  - Frais  - |0|0,22|||20190117||
CA|Crédit Agricole|101|20180112|51200000|Banques|51214000|Crédit agricole|D-2017-1020 FC|20171219|Virement Emis  - Web Futurskill Facture 1712243  - Facture 1712243  - 12/01/2018  - |0|85,68|||20190117||
CA|Crédit Agricole|103|20180112|51200000|Banques|51214000|Crédit agricole|2017-281 FC|20171222|Eesc - Gem 2000001399  - Virement En Votre Faveur  - Virement - 2000001399  -   |2200,00|0|||20190117||
CA|Crédit Agricole|107|20180115|40100000|Fournisseurs|401AREA|area|D-2018-0021 Conseil|20180106|Area  - Prelevmnt  - A.R.E.A./contrat 030284642/17122251  - 78/??rep250030284642  - Fr47zzz128465  - ??rep250030284642  - |265,05|0|Z||20190117||
CA|Crédit Agricole|108|20180115|51200000|Banques|51214000|Crédit agricole|Assurance Aviva RC |20180119|Aviva Assurances  - Prelevmnt  - Prlv Aviva Assurance Nicomak 009013  - 15012018  - Fr63zzz205389  - Vaaiv3063880  - |0|118,25|||20190117||
CA|Crédit Agricole|109|20180115|41100000|Clients|411CAPA|CAPAC|2018-002 Web|20180103|Capac - Hvw 3402 48  - Virement En Votre Faveur  - 2018-002 - 3402           48  -   |0|600,00|A||20190117||
CA|Crédit Agricole|106|20180115|40100000|Fournisseurs|401DIVER|FOURNISSEUR DIVERS|D-2018-0057 FG|20180110|Backmarket 75 Paris        10/01  - Paiement Par Carte  - |250,00|0|DX||20190117||
CA|Crédit Agricole|106|20180115|51200000|Banques|51214000|Crédit agricole|D-2018-0057 FG|20180110|Backmarket 75 Paris        10/01  - Paiement Par Carte  - |0|250,00|||20190117||
CA|Crédit Agricole|107|20180115|51200000|Banques|51214000|Crédit agricole|D-2018-0021 Conseil|20180106|Area  - Prelevmnt  - A.R.E.A./contrat 030284642/17122251  - 78/??rep250030284642  - Fr47zzz128465  - ??rep250030284642  - |0|265,05|||20190117||
CA|Crédit Agricole|111|20180115|51200000|Banques|51214000|Crédit agricole|D-2018-0031 FG|20180104|La Poste Courrier  - Prelevmnt  - Fac N49250663     200012842818 Clt0  - 001947354 Rum  Cou5406755  - Fr93cou111341  - Cou5406755  - |0|17,08|||20190117||
CA|Crédit Agricole|110|20180115|51200000|Banques|51214000|Crédit agricole|D-2018-0054 FG|20180101|Ovh Sas  - Prelevmnt  - Payment Order 82992814  - Fr90zzz460983  - Mb28628-Ovh-Fr-1  - |0|8,93|||20190117||
CA|Crédit Agricole|110|20180115|40100000|Fournisseurs|401OVH|OVH|D-2018-0054 FG|20180101|Ovh Sas  - Prelevmnt  - Payment Order 82992814  - Fr90zzz460983  - Mb28628-Ovh-Fr-1  - |8,93|0|N||20190117||
CA|Crédit Agricole|111|20180115|40100000|Fournisseurs|401LAP|La Poste Groupe|D-2018-0031 FG|20180104|La Poste Courrier  - Prelevmnt  - Fac N49250663     200012842818 Clt0  - 001947354 Rum  Cou5406755  - Fr93cou111341  - Cou5406755  - |17,08|0|G||20190117||
CA|Crédit Agricole|108|20180115|61600000|Primes d'assurances|61610000|Assurance multirisque|Assurance Aviva RC |20180119|Aviva Assurances  - Prelevmnt  - Prlv Aviva Assurance Nicomak 009013  - 15012018  - Fr63zzz205389  - Vaaiv3063880  - |118,25|0|||20190117||
CA|Crédit Agricole|109|20180115|51200000|Banques|51214000|Crédit agricole|2018-002 Web|20180103|Capac - Hvw 3402 48  - Virement En Votre Faveur  - 2018-002 - 3402           48  -   |600,00|0|||20190117||
CA|Crédit Agricole|115|20180116|51200000|Banques|51214000|Crédit agricole|URSSAF |20180119|Urssaf Rhone Alpes  - Prelevmnt  - Ur 827000002132309213    Dec 177948  - 46501000150118  - Fr55zzz143065  - 143065512511577-----2000001875433  - |0|6683,00|||20190117||
CA|Crédit Agricole|114|20180116|51200000|Banques|51214000|Crédit agricole|URSSAF |20180119|Urssaf Rhone Alpes  - Prelevmnt  - Ur 827000002132309213    Oct 177948  - 46501000150118  - Fr55zzz143065  - 143065512511577-----2000001875433  - |0|6183,00|||20190117||
CA|Crédit Agricole|112|20180116|43100000|Sécurité sociale|43100000|Sécurité sociale|URSSAF |20180119|Urssaf Rhone Alpes  - Prelevmnt  - Ur 827000002132309213    Nov 177948  - 46501000150118  - Fr55zzz143065  - 143065512511577-----2000001875433  - |5732,00|0|||20190117||
CA|Crédit Agricole|114|20180116|43100000|Sécurité sociale|43100000|Sécurité sociale|URSSAF |20180119|Urssaf Rhone Alpes  - Prelevmnt  - Ur 827000002132309213    Oct 177948  - 46501000150118  - Fr55zzz143065  - 143065512511577-----2000001875433  - |6183,00|0|||20190117||
CA|Crédit Agricole|113|20180116|51200000|Banques|51214000|Crédit agricole|2017-275 |20171218|Agence Spatiale Europeenne 22000  - Virement En Votre Faveur  - 2017-274-08.01.18,2017-275-08.01.18 - 2200001804  -   |7800,00|0|||20190117||
CA|Crédit Agricole|115|20180116|43100000|Sécurité sociale|43100000|Sécurité sociale|URSSAF |20180119|Urssaf Rhone Alpes  - Prelevmnt  - Ur 827000002132309213    Dec 177948  - 46501000150118  - Fr55zzz143065  - 143065512511577-----2000001875433  - |6683,00|0|||20190117||
CA|Crédit Agricole|113|20180116|41100000|Clients|411ESA|ESA|2017-275 |20171218|Agence Spatiale Europeenne 22000  - Virement En Votre Faveur  - 2017-274-08.01.18,2017-275-08.01.18 - 2200001804  -   |0|7800,00|2017 2018 A||20190117||
CA|Crédit Agricole|112|20180116|51200000|Banques|51214000|Crédit agricole|URSSAF |20180119|Urssaf Rhone Alpes  - Prelevmnt  - Ur 827000002132309213    Nov 177948  - 46501000150118  - Fr55zzz143065  - 143065512511577-----2000001875433  - |0|5732,00|||20190117||
SG|Société Générale|116|20180117|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés|Frais Bancaires |20180212|COTIS JAZZPRO REDUC JAZZ-20%|31,08|0|||20190117||
SG|Société Générale|116|20180117|51200000|Banques|51215000|Soge|Frais Bancaires |20180212|COTIS JAZZPRO REDUC JAZZ-20%|0|31,08|||20190117||
CA|Crédit Agricole|118|20180118|51200000|Banques|51214000|Crédit agricole|D-2018-0029 Web|20180113|1et1 Internet Sarl  - Prelevmnt  - Num-Cl. K26583296/ Fact. 2025100084 - 59 - Fr70zzz614312 - 0070000100418|0|65,94|||20190117||
CA|Crédit Agricole|120|20180118|51200000|Banques|51214000|Crédit agricole|D-2018-0033 FG|20180119|Mgp*mangopay Paris 17/01  - Paiement Par Carte|0|150,00|||20190117||
CA|Crédit Agricole|121|20180118|51200000|Banques|51214000|Crédit agricole|D-2018-0058 FG|20180117|Cdiscount Borde2509019/ 17/01  - Paiement Par Carte|0|744,97|||20190117||
AC|Journal des achats|122|20180115|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0028 FG|20180115|D-2018-0028 : Area pontcharra crolles|0,48|0|N||20190117||
CA|Crédit Agricole|123|20180118|40100000|Fournisseurs|401ADOBE|Adobe|Correction |20180215|Adobe Ps Creative Cl 044-2 18/01  - Paiement Par Carte|17,99|0|||20190117||
CA|Crédit Agricole|118|20180118|40100000|Fournisseurs|4011ET1I|1&1 INTERNET SARL|D-2018-0029 Web|20180113|1et1 Internet Sarl  - Prelevmnt  - Num-Cl. K26583296/ Fact. 2025100084 - 59 - Fr70zzz614312 - 0070000100418|65,94|0|R||20190117||
CA|Crédit Agricole|119|20180118|51200000|Banques|51214000|Crédit agricole|2017-279 Web|20171219|Santepublique-Volksgezond 250020  - Virement En Votre Faveur  - 2017-279 - 250020000036362018|100,00|0|||20190117||
AC|Journal des achats|122|20180115|40100000|Fournisseurs|401AREA|area|D-2018-0028 FG|20180115|D-2018-0028 : Area pontcharra crolles|0|2,90|Y||20190117||
CA|Crédit Agricole|117|20180118|51200000|Banques|51214000|Crédit agricole|2017-259 FI|20171213|Asso.Iseg Lyon Instit Sup Europe  - Virement En Votre Faveur  - Nicomark - 259|2500,80|0|||20190117||
CA|Crédit Agricole|121|20180118|40100000|Fournisseurs|401CDISC|CDISCOUNT|D-2018-0058 FG|20180117|Cdiscount Borde2509019/ 17/01  - Paiement Par Carte|744,97|0|A||20190117||
CA|Crédit Agricole|120|20180118|40100000|Fournisseurs|401MAIM|Maimouna Leye|D-2018-0033 FG|20180119|Mgp*mangopay Paris 17/01  - Paiement Par Carte|150,00|0|A||20190117||
CA|Crédit Agricole|117|20180118|41100000|Clients|411ISG|ISG école de management|2017-259 FI|20171213|Asso.Iseg Lyon Instit Sup Europe  - Virement En Votre Faveur  - Nicomark - 259|0|2500,80|||20190117||
AC|Journal des achats|122|20180115|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2018-0028 FG|20180115|D-2018-0028 : Area pontcharra crolles|2,42|0|B||20190117||
CA|Crédit Agricole|119|20180118|41100000|Clients|411SPFS|SPF Santé publique Sécurité de la Chaîne alimentaire et Environnement|2017-279 Web|20171219|Santepublique-Volksgezond 250020  - Virement En Votre Faveur  - 2017-279 - 250020000036362018|0|100,00|||20190117||
CA|Crédit Agricole|123|20180118|51200000|Banques|51214000|Crédit agricole|Correction |20180215|Adobe Ps Creative Cl 044-2 18/01  - Paiement Par Carte|0|17,99|||20190117||
CA|Crédit Agricole|132|20180119|51200000|Banques|51214000|Crédit agricole|D-2016-673 FG|20160824|Area Autoroute Bron 18/01  - Paiement Par Carte|0|2,90|||20190117||
SG|Société Générale|129|20180119|51200000|Banques|51215000|Soge|D-2017-1027 FG|20171228|CHEQUE      25|0|182,40|||20190117||
CA|Crédit Agricole|133|20180119|51200000|Banques|51214000|Crédit agricole|D-2018-0032 FG|20180119|Mgp*mangopay Paris 18/01  - Paiement Par Carte|0|150,00|||20190117||
CA|Crédit Agricole|132|20180119|40100000|Fournisseurs|401AREA|area|D-2016-673 FG|20160824|Area Autoroute Bron 18/01  - Paiement Par Carte|2,90|0|AA||20190117||
CA|Crédit Agricole|130|20180119|51200000|Banques|51214000|Crédit agricole|2017-268 FC|20171215|Bpce It Bp019769  - Virement En Votre Faveur  - 2017-268 - Bp019769|171,43|0|||20190117||
AC|Journal des achats|124|20180119|40100000|Fournisseurs|401FEL|Felix Luttiau-Salmon|D-2018-0032 FG|20180119|D-2018-0032 : Recherche de leads 150e|0|150,00|B||20190117||
CA|Crédit Agricole|133|20180119|40100000|Fournisseurs|401FEL|Felix Luttiau-Salmon|D-2018-0032 FG|20180119|Mgp*mangopay Paris 18/01  - Paiement Par Carte|150,00|0|B||20190117||
AC|Journal des achats|127|20180119|40100000|Fournisseurs|401MAIM|Maimouna Leye|D-2018-0033 FG|20180119|D-2018-0033 : Recherche de leads 150e|0|150,00|A||20190117||
AC|Journal des achats|125|20180104|62600000|Frais postaux et de télécommunications|62610000|Frais d'affranchissements|D-2018-0031 FG|20180104|D-2018-0031 : frais affranchissement la poste 17,08|17,08|0|E||20190117||
AC|Journal des achats|131|20180111|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0030 Conseil|20180111|D-2018-0030 : Julie Preciat prestation de decembre|560,00|0|V||20190117||
